0.000000000000000000e+00 1.220000000000000000e+03
0.000000000000000000e+00 2.055000000000000000e+03
0.000000000000000000e+00 3.888000000000000000e+03
0.000000000000000000e+00 2.043000000000000000e+03
0.000000000000000000e+00 4.890000000000000000e+03
0.000000000000000000e+00 1.968000000000000000e+03
0.000000000000000000e+00 2.531000000000000000e+03
0.000000000000000000e+00 2.618000000000000000e+03
0.000000000000000000e+00 4.337000000000000000e+03
0.000000000000000000e+00 3.870000000000000000e+03
2.153000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.556000000000000000e+03
0.000000000000000000e+00 6.739000000000000000e+03
0.000000000000000000e+00 3.016000000000000000e+03
0.000000000000000000e+00 4.837000000000000000e+03
0.000000000000000000e+00 3.341000000000000000e+03
1.864000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.459000000000000000e+03
0.000000000000000000e+00 2.288000000000000000e+03
0.000000000000000000e+00 4.604000000000000000e+03
0.000000000000000000e+00 2.686000000000000000e+03
0.000000000000000000e+00 2.903000000000000000e+03
0.000000000000000000e+00 5.472000000000000000e+03
0.000000000000000000e+00 2.161000000000000000e+03
0.000000000000000000e+00 2.764000000000000000e+03
0.000000000000000000e+00 5.091000000000000000e+03
0.000000000000000000e+00 3.072000000000000000e+03
0.000000000000000000e+00 2.912000000000000000e+03
0.000000000000000000e+00 2.715000000000000000e+03
0.000000000000000000e+00 5.340000000000000000e+03
0.000000000000000000e+00 2.014000000000000000e+03
1.896000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 3.105000000000000000e+03
0.000000000000000000e+00 1.556000000000000000e+03
0.000000000000000000e+00 1.959000000000000000e+03
0.000000000000000000e+00 2.438000000000000000e+03
3.012000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.190000000000000000e+03
0.000000000000000000e+00 4.248000000000000000e+03
0.000000000000000000e+00 3.156000000000000000e+03
0.000000000000000000e+00 2.808000000000000000e+03
0.000000000000000000e+00 2.010000000000000000e+03
0.000000000000000000e+00 2.895000000000000000e+03
0.000000000000000000e+00 2.640000000000000000e+03
0.000000000000000000e+00 2.157000000000000000e+03
0.000000000000000000e+00 2.625000000000000000e+03
0.000000000000000000e+00 3.952000000000000000e+03
0.000000000000000000e+00 4.697000000000000000e+03
1.901000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 3.763000000000000000e+03
0.000000000000000000e+00 3.776000000000000000e+03
0.000000000000000000e+00 1.855000000000000000e+03
0.000000000000000000e+00 3.628000000000000000e+03
0.000000000000000000e+00 2.952000000000000000e+03
0.000000000000000000e+00 3.621000000000000000e+03
0.000000000000000000e+00 4.200000000000000000e+03
0.000000000000000000e+00 1.945000000000000000e+03
0.000000000000000000e+00 4.752000000000000000e+03
0.000000000000000000e+00 3.387000000000000000e+03
0.000000000000000000e+00 1.975000000000000000e+03
0.000000000000000000e+00 3.725000000000000000e+03
0.000000000000000000e+00 3.981000000000000000e+03
0.000000000000000000e+00 1.819000000000000000e+03
0.000000000000000000e+00 2.509000000000000000e+03
0.000000000000000000e+00 5.621000000000000000e+03
0.000000000000000000e+00 2.857000000000000000e+03
0.000000000000000000e+00 3.085000000000000000e+03
0.000000000000000000e+00 3.736000000000000000e+03
0.000000000000000000e+00 3.803000000000000000e+03
0.000000000000000000e+00 4.295000000000000000e+03
0.000000000000000000e+00 3.138000000000000000e+03
0.000000000000000000e+00 1.576000000000000000e+03
0.000000000000000000e+00 4.596000000000000000e+03
0.000000000000000000e+00 2.766000000000000000e+03
0.000000000000000000e+00 2.112000000000000000e+03
0.000000000000000000e+00 2.204000000000000000e+03
0.000000000000000000e+00 1.879000000000000000e+03
0.000000000000000000e+00 2.512000000000000000e+03
0.000000000000000000e+00 3.190000000000000000e+03
0.000000000000000000e+00 2.593000000000000000e+03
0.000000000000000000e+00 2.646000000000000000e+03
0.000000000000000000e+00 4.050000000000000000e+03
0.000000000000000000e+00 1.806000000000000000e+03
0.000000000000000000e+00 3.144000000000000000e+03
0.000000000000000000e+00 1.010000000000000000e+03
0.000000000000000000e+00 3.934000000000000000e+03
2.269000000000000000e+03 0.000000000000000000e+00
0.000000000000000000e+00 3.754000000000000000e+03
0.000000000000000000e+00 3.855000000000000000e+03
0.000000000000000000e+00 3.559000000000000000e+03
0.000000000000000000e+00 3.980000000000000000e+03
0.000000000000000000e+00 3.841000000000000000e+03
0.000000000000000000e+00 3.439000000000000000e+03
0.000000000000000000e+00 2.198000000000000000e+03
0.000000000000000000e+00 1.949000000000000000e+03
0.000000000000000000e+00 2.732000000000000000e+03
0.000000000000000000e+00 3.454000000000000000e+03
0.000000000000000000e+00 3.706000000000000000e+03
0.000000000000000000e+00 1.946000000000000000e+03
0.000000000000000000e+00 5.242000000000000000e+03
0.000000000000000000e+00 4.969000000000000000e+03
